,user_id,food_id,rating,users_frequency,items_frequency
32027,48920,117370,5,52,72
32031,305531,117370,5,1683,72
32035,143721,117370,5,286,72
32162,122235,94420,5,146,29
32165,59780,94420,5,374,29
32166,20754,94420,5,333,29
32167,241241,94420,3,47,29
32168,277825,94420,0,52,29
32169,430471,94420,5,463,29
32172,240552,94420,5,369,29
32174,365545,94420,4,43,29
32176,369715,94420,5,1611,29
32177,38574,94420,5,59,29
32178,59686,94420,4,178,29
32179,587114,94420,5,95,29
32180,173314,94420,5,210,29
32181,248647,94420,5,45,29
32182,571308,94420,4,74,29
32183,336058,94420,4,454,29
32184,620763,94420,3,168,29
32185,206101,94420,5,95,29
32187,173085,94420,4,26,29
32188,333017,94420,2,391,29
32189,1699816,94420,5,27,29
32190,13593,94420,4,165,29
32192,29014,73518,5,122,68
32194,51109,73518,5,119,68
32195,60260,73518,5,245,68
32197,137081,73518,5,24,68
32201,121840,73518,5,49,68
32202,181127,73518,5,24,68
32206,187281,73518,5,175,68
32211,101732,73518,5,350,68
32217,52125,73518,5,183,68
32219,140132,73518,5,1109,68
32220,355637,73518,3,130,68
32221,185285,73518,5,297,68
32222,182358,73518,5,119,68
32226,431716,73518,5,55,68
32228,429104,73518,5,32,68
32230,125388,73518,5,673,68
32231,173579,73518,5,667,68
32234,20754,73518,5,333,68
32238,125524,73518,5,53,68
32240,114105,73518,5,25,68
32241,126440,73518,5,1045,68
32242,353579,73518,5,535,68
32245,131751,73518,5,29,68
32247,206117,73518,5,27,68
32249,890187,73518,5,61,68
32250,68585,73518,5,26,68
32254,2123645,73518,5,228,68
32256,973186,73518,3,22,68
32257,648882,73518,5,25,68
32456,51655,35054,4,25,32
32460,128950,35054,5,106,32
32461,71324,35054,4,153,32
32463,115708,35054,4,21,32
32464,58038,35054,3,293,32
32465,116856,35054,5,43,32
32469,106506,35054,5,65,32
32470,53932,35054,5,909,32
32471,764845,35054,5,21,32
32475,900992,35054,5,285,32
32482,256795,35054,5,165,32
32484,298447,35054,4,121,32
32842,362499,357905,5,44,39
32844,330545,357905,5,528,39
32845,385999,357905,5,73,39
32846,241882,357905,5,71,39
32848,54697,357905,5,158,39
32851,512461,357905,5,55,39
32852,666723,357905,5,106,39
32855,98063,357905,5,40,39
32857,216320,357905,4,96,39
32858,189160,357905,5,24,39
32859,47892,357905,5,1093,39
32860,226863,357905,5,1877,39
32861,953275,357905,5,402,39
32862,350812,357905,5,112,39
32863,403729,357905,5,81,39
32864,1462970,357905,5,26,39
32865,285039,357905,5,425,39
32867,143318,357905,4,585,39
32868,440324,357905,5,454,39
32869,260911,357905,5,104,39
32870,1104605,357905,5,24,39
32871,860538,357905,5,71,39
32872,833434,357905,5,70,39
32873,468351,357905,5,28,39
32874,1056692,357905,5,268,39
32875,340141,357905,5,214,39
32876,839492,357905,5,168,39
32877,1670583,357905,5,20,39
32879,328542,357905,4,29,39
32907,147145,48012,5,49,43
32909,45524,48012,5,104,43
32910,230460,48012,5,20,43
32912,64631,48012,5,27,43
32915,174090,48012,5,50,43
32916,30503,48012,5,87,43
32919,358698,48012,5,130,43
32921,495793,48012,5,31,43
32925,260911,48012,5,104,43
32927,774665,48012,5,92,43
32930,274467,48012,5,28,43
32932,704166,48012,5,36,43
32937,126440,48012,5,1045,43
32939,1273226,48012,5,37,43
32943,8629,48012,5,425,43
32946,435019,48012,5,29,43
32947,424741,48012,5,22,43
32948,794029,48012,5,27,43
33103,215898,180306,5,128,134
33105,138799,180306,5,148,134
33107,115321,180306,5,26,134
33116,340503,180306,5,108,134
33117,572152,180306,1,57,134
33121,432668,180306,5,23,134
33125,629158,180306,4,29,134
33137,665907,180306,5,25,134
33140,309508,180306,5,27,134
33144,584814,180306,4,50,134
33146,391048,180306,5,82,134
33153,795588,180306,5,49,134
33158,302486,180306,4,26,134
33159,283834,180306,5,59,134
33160,1175362,180306,5,104,134
33161,316460,180306,4,30,134
33163,64631,180306,5,27,134
33164,225179,180306,5,57,134
33166,542624,180306,5,47,134
33167,628696,180306,0,20,134
33195,755285,180306,4,59,134
33197,749879,180306,5,24,134
33199,316194,180306,0,40,134
33203,2123645,180306,5,228,134
33585,61660,212727,5,681,32
33586,179133,212727,5,740,32
33587,474155,212727,5,27,32
33588,316717,212727,5,129,32
33589,1535,212727,5,493,32
33590,55221,212727,5,163,32
33591,464327,212727,5,91,32
33593,140806,212727,5,177,32
33594,601528,212727,5,274,32
33596,180090,212727,5,181,32
33598,628076,212727,5,144,32
33599,149415,212727,5,173,32
33600,324621,212727,5,219,32
33601,589394,212727,4,49,32
33602,792255,212727,5,20,32
33603,833516,212727,5,39,32
33604,186979,212727,5,76,32
33605,357358,212727,5,144,32
33609,160977,212727,5,293,32
33611,206747,212727,5,355,32
33641,27395,19710,5,127,140
33642,37463,19710,5,20,140
33643,28995,19710,4,43,140
33644,45999,19710,4,177,140
33645,13483,19710,5,692,140
33647,38643,19710,4,221,140
33648,68460,19710,5,467,140
33649,39311,19710,5,46,140
33650,20214,19710,5,41,140
33651,60992,19710,5,519,140
33652,25941,19710,5,76,140
33653,92486,19710,5,21,140
33654,81611,19710,5,153,140
33655,51292,19710,5,38,140
33656,19166,19710,5,49,140
33657,19198,19710,5,25,140
33658,116371,19710,5,49,140
33659,101823,19710,4,876,140
33661,85873,19710,5,95,140
33662,58038,19710,3,293,140
33663,103876,19710,5,391,140
33664,13796,19710,5,203,140
33667,42720,19710,5,138,140
33668,102135,19710,5,22,140
33669,153866,19710,5,58,140
33670,173579,19710,5,667,140
33671,200862,19710,0,175,140
33672,93006,19710,5,195,140
33673,1535,19710,5,493,140
33677,225179,19710,5,57,140
33678,29782,19710,5,661,140
33679,29418,19710,5,76,140
33681,127180,19710,5,39,140
33682,80778,19710,5,46,140
33684,278113,19710,5,89,140
33687,305531,19710,5,1683,140
33690,134624,19710,5,155,140
33691,307214,19710,5,176,140
33692,358796,19710,5,241,140
33695,67835,19710,5,92,140
33697,47907,19710,5,418,140
33699,310156,19710,5,57,140
33701,520150,19710,5,173,140
33702,109547,19710,5,35,140
33703,199418,19710,5,73,140
33704,183445,19710,5,22,140
33705,241697,19710,5,29,140
33706,468146,19710,4,88,140
33708,270514,19710,5,150,140
33709,369715,19710,4,1611,140
33710,311566,19710,5,55,140
33711,366781,19710,4,69,140
33712,140132,19710,4,1109,140
33713,126104,19710,3,231,140
33716,120121,19710,5,101,140
33717,145352,19710,5,623,140
33718,78213,19710,5,45,140
33720,176615,19710,5,1392,140
33721,144897,19710,5,59,140
33722,411567,19710,4,66,140
33724,162826,19710,5,511,140
33725,303700,19710,5,201,140
33726,35488,19710,5,41,140
33727,56003,19710,5,674,140
33730,312577,19710,5,197,140
33731,337963,19710,5,355,140
33736,844554,19710,5,778,140
33737,244595,19710,5,53,140
33740,86359,19710,0,22,140
33741,914720,19710,5,89,140
33743,229850,19710,5,203,140
33744,33159,19710,4,445,140
33745,53932,19710,4,909,140
33746,352538,19710,5,81,140
33748,74281,19710,5,155,140
33750,736607,19710,5,47,140
33751,377161,19710,5,113,140
33753,1105991,19710,4,247,140
33755,142335,19710,5,146,140
33756,145489,19710,5,194,140
33757,1320105,19710,4,109,140
33760,65502,19710,5,563,140
33761,385423,19710,4,49,140
33762,771965,19710,5,57,140
33763,498271,19710,4,1800,140
33767,724516,19710,5,245,140
33772,528468,19710,5,68,140
33775,496829,19710,5,65,140
33778,198154,19710,4,473,140
33872,169430,200194,5,2694,42
33873,182624,200194,4,174,42
33874,425105,200194,5,217,42
33875,394085,200194,4,361,42
33876,331472,200194,5,44,42
33877,92886,200194,4,262,42
33879,269331,200194,5,146,42
33880,844554,200194,5,778,42
33881,19129,200194,5,28,42
33882,830551,200194,5,32,42
33883,251206,200194,5,21,42
33884,362983,200194,5,274,42
33886,358698,200194,5,130,42
33887,442988,200194,5,231,42
33888,177933,200194,5,188,42
33889,131126,200194,5,1341,42
33891,1269015,200194,4,95,42
33892,1695033,200194,5,23,42
33893,93911,200194,5,73,42
33894,382203,200194,5,176,42
33900,54678,200194,5,539,42
33901,390859,200194,5,34,42
33903,250031,200194,5,191,42
33906,350812,200194,5,112,42
33907,546022,200194,5,32,42
33908,165933,200194,4,258,42
33909,400708,200194,4,778,42
33910,529278,200194,5,110,42
33911,540346,200194,4,136,42
33912,1056692,200194,4,268,42
33913,376986,200194,4,103,42
33990,52282,71503,5,477,37
33991,107554,71503,5,26,37
33993,155896,71503,5,24,37
33996,11176,71503,5,215,37
33997,37072,71503,5,28,37
33998,288618,71503,5,26,37
33999,207907,71503,5,70,37
34000,50151,71503,5,82,37
34002,7802,71503,5,50,37
34003,222433,71503,5,141,37
34004,294000,71503,5,135,37
34006,60575,71503,5,28,37
34007,135887,71503,4,191,37
34008,297303,71503,5,39,37
34009,299685,71503,5,37,37
34010,26512,71503,5,167,37
34011,540322,71503,3,40,37
34012,162826,71503,5,511,37
34013,468146,71503,3,88,37
34014,35488,71503,5,41,37
34016,247473,71503,5,25,37
34017,632249,71503,3,544,37
34019,749562,71503,5,21,37
34021,383795,71503,5,87,37
34025,2001102678,71503,5,85,37
34088,137477,95863,5,41,63
34091,78808,95863,5,101,63
34092,239670,95863,4,27,63
34093,217226,95863,4,121,63
34094,120566,95863,5,104,63
34096,166294,95863,5,135,63
34098,147109,95863,5,80,63
34099,372791,95863,3,56,63
34100,29782,95863,5,661,63
34102,176615,95863,0,1392,63
34103,340847,95863,4,21,63
34105,462571,95863,4,65,63
34106,57042,95863,4,288,63
34107,498487,95863,5,52,63
34109,671629,95863,5,20,63
34110,231054,95863,4,168,63
34112,530731,95863,5,29,63
34113,58300,95863,5,44,63
34114,91340,95863,3,31,63
34116,185387,95863,5,123,63
34117,383795,95863,2,87,63
34118,407007,95863,5,308,63
34119,93911,95863,5,73,63
34120,353579,95863,4,535,63
34121,571308,95863,5,74,63
34125,421374,95863,5,48,63
34126,359220,95863,5,215,63
34128,43110,95863,5,21,63
34130,277999,95863,4,23,63
34132,369715,95863,4,1611,63
34133,262272,95863,4,71,63
34136,579298,95863,4,137,63
34137,46660,95863,4,168,63
34139,1185700,95863,5,21,63
34140,255338,95863,5,153,63
34144,501778,95863,5,95,63
34145,173579,95863,5,667,63
34146,1058097,95863,5,397,63
34147,666681,95863,5,51,63
34148,755285,95863,3,59,63
34149,763912,95863,5,42,63
34240,131674,114709,5,536,30
34242,65720,114709,5,109,30
34243,1680722,114709,5,443,30
34244,463202,114709,5,321,30
34245,394592,114709,5,259,30
34246,107583,114709,5,1485,30
34247,315565,114709,5,567,30
34248,264339,114709,5,94,30
34252,227607,114709,5,274,30
34253,329638,114709,5,124,30
34254,962690,114709,5,275,30
34255,212609,114709,5,474,30
34257,542159,114709,5,1211,30
34258,67728,114709,5,417,30
34259,96177,114709,5,419,30
34260,24928,114709,3,29,30
34263,228458,114709,5,489,30
34264,157167,114709,4,191,30
34265,1677099,114709,5,184,30
34268,227978,114709,5,744,30
34296,2198132,497261,5,29,36
34306,1592049,497261,5,24,36
34324,2201427,497261,5,36,36
34325,914360,497261,5,26,36
34328,2204786,497261,5,24,36
34385,35140,177572,5,195,32
34386,586469,177572,4,28,32
34387,37636,177572,5,608,32
34392,160977,177572,5,293,32
34397,126440,177572,5,1045,32
34400,528197,177572,5,38,32
34511,121985,14794,5,99,37
34515,28846,14794,5,31,37
34519,39636,14794,5,76,37
34521,64625,14794,5,225,37
34525,103224,14794,4,47,37
34526,8688,14794,5,754,37
34528,180904,14794,5,29,37
34529,176843,14794,4,46,37
34530,64154,14794,5,117,37
34534,185139,14794,3,100,37
34537,362983,14794,5,274,37
34538,199020,14794,3,200,37
34539,389431,14794,4,72,37
34540,678857,14794,5,119,37
34541,297546,14794,4,24,37
34544,140132,14794,4,1109,37
34603,367364,44692,5,20,38
34605,95743,44692,5,1491,38
34606,74652,44692,5,252,38
34609,60575,44692,5,28,38
34612,129177,44692,5,81,38
34613,251686,44692,5,44,38
34616,173579,44692,5,667,38
34619,111678,44692,5,108,38
34622,204024,44692,5,848,38
34623,418179,44692,5,28,38
34626,140132,44692,5,1109,38
34631,574936,44692,5,63,38
34633,1800054678,44692,5,129,38
34709,403668,97496,5,42,701
34712,184723,97496,5,140,701
34718,146047,97496,5,201,701
34720,180090,97496,5,181,701
34722,155091,97496,5,25,701
34723,222564,97496,4,1088,701
34725,115964,97496,5,25,701
34726,235198,97496,5,24,701
34728,187281,97496,5,175,701
34732,227226,97496,5,30,701
34734,168218,97496,5,20,701
34735,274866,97496,5,52,701
34739,185446,97496,5,303,701
34741,192264,97496,5,245,701
34743,288618,97496,5,26,701
34745,240692,97496,5,46,701
34748,153919,97496,5,50,701
34750,344938,97496,5,20,701
34759,431813,97496,5,423,701
34761,54067,97496,5,54,701
34764,399474,97496,5,87,701
34765,314825,97496,4,59,701
34767,394604,97496,5,29,701
34768,365429,97496,5,23,701
34769,355944,97496,5,54,701
34775,500860,97496,5,97,701
34778,248023,97496,5,232,701
34779,500849,97496,5,33,701
34782,600761,97496,5,36,701
34787,369956,97496,5,20,701
34791,464327,97496,5,91,701
34796,139541,97496,5,32,701
34797,530731,97496,5,29,701
34802,38745,97496,5,93,701
34803,388414,97496,5,55,701
34805,316717,97496,5,129,701
34806,260911,97496,5,104,701
34807,294000,97496,5,135,701
34808,537937,97496,5,751,701
34813,98761,97496,5,32,701
34816,743849,97496,5,181,701
34819,460301,97496,5,38,701
34821,394077,97496,4,325,701
34822,191533,97496,5,305,701
34823,218535,97496,4,272,701
34826,549460,97496,5,25,701
34835,447165,97496,5,105,701
34836,688254,97496,0,27,701
34838,59588,97496,5,25,701
34844,429324,97496,5,22,701
34853,638052,97496,5,20,701
34860,997403,97496,5,35,701
34864,93438,97496,5,36,701
34869,289319,97496,0,54,701
34872,269331,97496,5,146,701
34877,231057,97496,5,96,701
34878,1024982,97496,4,20,701
34885,368594,97496,5,20,701
34886,232311,97496,5,33,701
34887,36128,97496,5,195,701
34894,243711,97496,5,74,701
34906,315055,97496,4,84,701
34907,106608,97496,5,31,701
34921,755277,97496,5,34,701
34929,283390,97496,5,344,701
34939,238113,97496,5,106,701
34942,376098,97496,5,148,701
34955,353379,97496,5,111,701
34963,763360,97496,3,24,701
34966,90355,97496,5,52,701
34970,62264,97496,5,149,701
34976,246482,97496,5,240,701
34977,227978,97496,5,744,701
34981,97871,97496,5,20,701
34984,716192,97496,5,45,701
34992,803511,97496,5,97,701
34993,130531,97496,5,45,701
34995,219653,97496,0,20,701
34997,373020,97496,5,111,701
35001,256021,97496,5,52,701
35005,140132,97496,5,1109,701
35011,1305453,97496,5,41,701
35015,411647,97496,5,45,701
35016,176615,97496,5,1392,701
35020,429769,97496,0,29,701
35022,879716,97496,5,91,701
35031,486888,97496,5,63,701
35036,312208,97496,5,32,701
35038,1133190,97496,0,96,701
35042,45999,97496,5,177,701
35054,1141815,97496,4,21,701
35060,339025,97496,5,24,701
35067,412847,97496,5,46,701
35072,114287,97496,0,21,701
35075,469903,97496,5,580,701
35076,164913,97496,5,45,701
35080,1328641,97496,5,20,701
35084,318262,97496,4,199,701
35088,1530179,97496,5,34,701
35092,285039,97496,5,425,701
35098,833434,97496,5,70,701
35124,307059,97496,5,103,701
35132,566447,97496,5,40,701
35145,709902,97496,5,22,701
35146,98919,97496,5,186,701
35161,1497120,97496,5,22,701
35164,114882,97496,5,52,701
35166,1052873,97496,5,223,701
35168,350750,97496,5,226,701
35181,1179225,97496,5,944,701
35186,400708,97496,5,778,701
35188,317696,97496,5,170,701
35191,377929,97496,5,35,701
35193,839492,97496,4,168,701
35249,1802849661,97496,5,283,701
35272,1581225,97496,5,100,701
35296,1803005318,97496,5,22,701
35332,894666,97496,5,49,701
35476,39311,18816,5,46,195
35477,12657,18816,4,196,195
35478,9869,18816,5,669,195
35479,31914,18816,5,40,195
35480,29956,18816,5,116,195
35481,45999,18816,5,177,195
35482,38643,18816,3,221,195
35487,23479,18816,2,28,195
35489,37072,18816,5,28,195
35490,27395,18816,5,127,195
35492,76559,18816,4,77,195
35493,74059,18816,5,22,195
35497,101275,18816,5,106,195
35498,103809,18816,3,65,195
35499,69838,18816,5,213,195
35500,26719,18816,4,66,195
35501,136997,18816,5,880,195
35502,47510,18816,2,444,195
35503,291650,18816,4,36,195
35504,50472,18816,5,32,195
35506,86520,18816,5,143,195
35507,37449,18816,5,3743,195
35513,42720,18816,4,138,195
35514,190886,18816,4,48,195
35516,192799,18816,5,30,195
35518,116856,18816,5,43,195
35520,176615,18816,5,1392,195
35521,145352,18816,5,623,195
35522,64642,18816,3,220,195
35523,142367,18816,2,115,195
35526,92886,18816,4,262,195
35528,217482,18816,5,98,195
35530,201614,18816,5,85,195
35531,49304,18816,5,472,195
35532,115964,18816,4,25,195
35533,237330,18816,5,185,195
35534,188119,18816,5,179,195
35536,53932,18816,5,909,195
35539,79946,18816,4,53,195
35540,95743,18816,5,1491,195
35541,104295,18816,4,1255,195
35542,221351,18816,5,22,195
35543,66856,18816,5,39,195
35544,76535,18816,4,178,195
35546,129190,18816,5,23,195
35547,192264,18816,4,245,195
35548,27678,18816,5,320,195
35550,278639,18816,5,144,195
35551,249519,18816,4,53,195
35553,322381,18816,4,148,195
35554,258285,18816,5,165,195
35555,173579,18816,3,667,195
35556,310749,18816,3,92,195
35557,241892,18816,3,27,195
35558,288218,18816,5,215,195
35559,137911,18816,5,242,195
35562,31420,18816,5,29,195
35563,263513,18816,3,30,195
35566,125640,18816,3,229,195
35567,20480,18816,5,334,195
35568,366048,18816,4,29,195
35569,119422,18816,4,139,195
35570,140132,18816,5,1109,195
35572,126104,18816,2,231,195
35575,362983,18816,4,274,195
35577,206747,18816,0,355,195
35578,54067,18816,5,54,195
35580,212758,18816,5,24,195
35581,250031,18816,4,191,195
35583,237533,18816,5,39,195
35584,36124,18816,5,21,195
35585,98722,18816,5,75,195
35586,102526,18816,2,57,195
35587,338539,18816,4,26,195
35588,60260,18816,4,245,195
35590,56463,18816,5,300,195
35592,304290,18816,5,30,195
35593,148715,18816,5,58,195
35596,467341,18816,5,23,195
35597,206861,18816,2,25,195
35599,223441,18816,5,23,195
35604,386849,18816,4,138,195
35605,185285,18816,5,297,195
35606,358796,18816,5,241,195
35607,485728,18816,5,187,195
35608,186855,18816,4,337,195
35609,675287,18816,5,44,195
35610,441981,18816,5,64,195
35611,386585,18816,5,800,195
35614,156783,18816,5,47,195
35615,178738,18816,4,30,195
35616,32058,18816,5,207,195
35617,45524,18816,5,104,195
35619,909692,18816,5,41,195
35620,332843,18816,4,49,195
35621,969481,18816,4,98,195
35622,336058,18816,4,454,195
35626,452940,18816,5,763,195
35627,178427,18816,3,433,195
35628,36079,18816,4,31,195
35629,633027,18816,5,75,195
35630,608544,18816,5,24,195
35631,129177,18816,5,81,195
35632,32143,18816,5,90,195
35633,540346,18816,5,136,195
35634,321227,18816,0,26,195
35636,26075,18816,0,54,195
35645,4470,18816,5,1764,195
35646,489552,18816,5,180,195
35648,55729,18816,2,445,195
35651,690623,18816,4,226,195
35656,723989,18816,5,20,195
35657,1179225,18816,5,944,195
35658,1365025,18816,4,196,195
35659,280271,18816,5,1302,195
35669,2001047423,18816,5,48,195
35708,6258,39208,5,457,24
35710,41809,39208,5,178,24
35712,98867,39208,3,24,24
35713,55729,39208,3,445,24
35714,37072,39208,4,28,24
35715,185105,39208,5,115,24
35716,67103,39208,4,181,24
35717,130663,39208,5,371,24
35718,5060,39208,5,1256,24
35719,246482,39208,5,240,24
35720,329769,39208,5,546,24
35721,166642,39208,5,1197,24
35722,142878,39208,4,41,24
35724,1122161,39208,5,105,24
35725,632249,39208,5,544,24
35729,470351,39208,3,350,24
35730,390859,39208,4,34,24
35937,698759,80667,5,21,84
35939,206191,80667,5,38,84
35940,81611,80667,5,153,84
35941,89831,80667,5,1936,84
35942,119466,80667,5,427,84
35943,101823,80667,5,876,84
35947,329324,80667,5,23,84
35949,167242,80667,5,54,84
35950,318139,80667,5,41,84
35953,347822,80667,4,95,84
35954,427184,80667,4,337,84
35958,9869,80667,5,669,84
35959,594577,80667,4,20,84
35960,439066,80667,5,96,84
35961,707675,80667,4,25,84
35962,271618,80667,5,27,84
35963,185285,80667,5,297,84
35969,416758,80667,1,38,84
35970,368897,80667,5,52,84
35971,470351,80667,4,350,84
35973,280166,80667,5,197,84
35975,153401,80667,5,36,84
35977,368078,80667,5,99,84
35978,403996,80667,5,21,84
35979,192264,80667,5,245,84
35981,232886,80667,4,84,84
35983,55578,80667,5,198,84
35984,158086,80667,4,697,84
35985,118268,80667,4,137,84
35987,144897,80667,5,59,84
35990,653438,80667,5,847,84
35991,177753,80667,5,66,84
35998,245429,80667,5,73,84
35999,1580637,80667,5,24,84
36003,140132,80667,5,1109,84
36005,709902,80667,5,22,84
36006,738401,80667,5,137,84
36007,440735,80667,4,162,84
36009,371738,80667,5,135,84
36014,477308,80667,5,55,84
36017,2882755,80667,5,21,84
36030,93446,81968,5,215,105
36031,174096,81968,5,1180,105
36032,42309,81968,5,56,105
36033,53425,81968,5,98,105
36034,58931,81968,5,148,105
36035,49360,81968,5,69,105
36037,43642,81968,5,132,105
36038,4439,81968,5,337,105
36039,10033,81968,5,193,105
36040,91392,81968,5,486,105
36042,182010,81968,5,569,105
36043,237533,81968,4,39,105
36044,192581,81968,5,550,105
36045,46545,81968,5,206,105
36046,148894,81968,5,35,105
36047,67728,81968,5,417,105
36048,308765,81968,5,178,105
36052,57222,81968,4,270,105
36054,283390,81968,5,344,105
36055,222970,81968,5,88,105
36057,505325,81968,5,30,105
36058,95743,81968,5,1491,105
36062,185926,81968,5,189,105
36063,386585,81968,5,800,105
36069,68904,81968,5,27,105
36070,79888,81968,5,35,105
36073,953275,81968,4,402,105
36074,457992,81968,5,68,105
36075,470351,81968,5,350,105
36077,402279,81968,5,36,105
36080,704950,81968,5,387,105
36083,490200,81968,5,41,105
36084,394077,81968,4,325,105
36085,839492,81968,5,168,105
36092,399711,81968,4,33,105
36095,486725,81968,5,1178,105
36096,941891,81968,5,20,105
36099,37779,81968,4,623,105
36100,1186940,81968,5,42,105
36101,29196,81968,5,861,105
36103,1247181,81968,4,21,105
36105,133174,81968,5,2004,105
36106,353379,81968,4,111,105
36108,936998,81968,5,29,105
36112,994748,81968,5,21,105
36115,117438,81968,4,61,105
36116,693345,81968,5,178,105
36120,723525,81968,5,23,105
36129,464080,81968,3,761,105
36130,171210,81968,3,40,105
36132,1683962,81968,3,33,105
36186,169712,132916,5,123,90
36193,1533,132916,5,75,90
36197,650373,132916,3,47,90
36198,311625,132916,5,177,90
36199,400817,132916,4,81,90
36200,406741,132916,5,140,90
36201,451456,132916,5,167,90
36207,535033,132916,5,29,90
36209,666947,132916,5,62,90
36213,1168939,132916,5,44,90
36214,1356721,132916,5,117,90
36215,1269015,132916,4,95,90
36227,1531249,132916,5,77,90
36240,476796,132916,4,63,90
36250,654460,132916,5,26,90
36297,415934,369426,5,65,36
36298,1220686,369426,5,33,36
36299,909692,369426,5,41,36
36300,252816,369426,5,171,36
36301,60716,369426,5,132,36
36302,46104,369426,5,105,36
36307,158086,369426,5,697,36
36308,328467,369426,5,36,36
36319,60031,369426,5,26,36
36387,298981,344916,5,107,20
36425,95810,19227,5,111,29
36427,95044,19227,5,27,29
36431,33159,19227,5,445,29
36432,62264,19227,5,149,29
36433,168896,19227,5,200,29
36437,289319,19227,5,54,29
36438,358513,19227,5,143,29
36440,663084,19227,5,23,29
36441,216671,19227,5,39,29
36448,588863,19227,5,59,29
36449,199657,19227,5,78,29
36450,1179225,19227,5,944,29
36452,620763,19227,4,168,29
36453,1701315,19227,5,209,29
36461,626096,257794,5,85,23
36463,383346,257794,4,3340,23
36464,89831,257794,5,1936,23
36465,369715,257794,5,1611,23
36466,465056,257794,5,274,23
36467,199848,257794,5,1934,23
36469,286566,257794,5,1353,23
36470,461834,257794,4,1046,23
36471,61660,257794,5,681,23
36472,599284,257794,5,27,23
36473,248023,257794,4,232,23
36474,478451,257794,5,104,23
36475,68960,257794,4,483,23
36476,839452,257794,5,41,23
36477,226863,257794,5,1877,23
36478,1049057,257794,5,28,23
36479,269480,257794,5,345,23
36480,225853,257794,5,63,23
36481,65502,257794,4,563,23
36482,724631,257794,4,558,23
36483,2324285,257794,4,320,23
36510,137911,150850,5,242,41
36514,573577,150850,5,22,41
36515,398160,150850,5,21,41
36516,182330,150850,5,25,41
36517,39835,150850,5,1360,41
36519,168451,150850,5,24,41
36525,439797,150850,5,249,41
36531,860538,150850,5,71,41
36562,10113,35331,4,42,35
36563,28649,35331,5,202,35
36564,37779,35331,5,623,35
36565,51931,35331,4,79,35
36567,27643,35331,5,281,35
36571,37036,35331,4,300,35
36572,18391,35331,4,395,35
36573,13483,35331,4,692,35
36574,14386,35331,4,32,35
36576,42720,35331,5,138,35
36577,68715,35331,4,167,35
36578,28177,35331,5,555,35
36580,38185,35331,5,20,35
36581,74904,35331,0,75,35
36582,114965,35331,5,28,35
36584,55729,35331,0,445,35
36585,25063,35331,5,65,35
36586,107135,35331,5,1166,35
36588,86520,35331,5,143,35
36590,125640,35331,2,229,35
36591,217226,35331,0,121,35
36593,281399,35331,5,257,35
36594,407338,35331,4,143,35
36596,64642,35331,4,220,35
36643,37449,42126,5,3743,64
36644,20114,42126,5,53,64
36645,58892,42126,4,58,64
36646,53123,42126,5,28,64
36647,59686,42126,5,178,64
36648,60231,42126,5,174,64
36649,9579,42126,4,67,64
36650,71463,42126,5,26,64
36651,52125,42126,5,183,64
36652,54697,42126,5,158,64
36653,47341,42126,4,26,64
36654,18391,42126,5,395,64
36656,153188,42126,4,137,64
36657,208984,42126,5,36,64
36658,130663,42126,5,371,64
36661,248913,42126,5,28,64
36662,341513,42126,4,38,64
36663,404046,42126,5,28,64
36664,275438,42126,4,24,64
36666,161652,42126,5,23,64
36667,391048,42126,5,82,64
36669,226863,42126,5,1877,64
36671,429217,42126,5,25,64
36673,180898,42126,4,280,64
36674,203111,42126,2,142,64
36675,265954,42126,4,129,64
36677,297913,42126,3,72,64
36680,468351,42126,4,28,64
36682,232669,42126,5,223,64
36683,535633,42126,5,138,64
36687,777092,42126,3,24,64
36688,35193,42126,5,109,64
36690,140132,42126,4,1109,64
36692,201581,42126,5,578,64
36694,305531,42126,5,1683,64
36695,286566,42126,5,1353,64
36696,383346,42126,5,3340,64
36699,199848,42126,5,1934,64
36700,928301,42126,4,97,64
36702,1179225,42126,5,944,64
36703,198154,42126,4,473,64
36704,1002265,42126,5,40,64
36710,377161,416835,5,113,33
36712,354675,416835,5,140,33
36713,138686,416835,5,44,33
36714,305531,416835,5,1683,33
36715,280271,416835,5,1302,33
36716,226863,416835,5,1877,33
36717,128473,416835,5,2171,33
36728,2001297534,416835,5,52,33
36813,35617,51516,5,26,37
36814,194232,51516,5,24,37
36815,146958,51516,5,33,37
36816,254614,51516,5,460,37
36820,353579,51516,5,535,37
36821,351811,51516,5,323,37
36823,55380,51516,4,209,37
36824,250812,51516,4,26,37
36825,11297,51516,5,310,37
36826,332909,51516,5,68,37
36827,27783,51516,5,432,37
36829,125388,51516,5,673,37
36830,169712,51516,5,123,37
36831,158966,51516,5,49,37
36832,1193707,51516,5,80,37
36833,369715,51516,5,1611,37
36834,593513,51516,5,233,37
36836,278113,51516,5,89,37
36837,400708,51516,5,778,37
36838,298447,51516,5,121,37
36840,879716,51516,5,91,37
36841,55729,51516,5,445,37
36842,451055,51516,5,67,37
36843,35488,51516,5,41,37
36847,350750,51516,0,226,37
36851,283804,71109,5,27,150
36859,146047,71109,5,201,150
36863,41468,71109,5,22,150
36864,110135,71109,4,59,150
36865,93006,71109,5,195,150
36866,6651,71109,5,221,150
36871,152393,71109,5,111,150
36872,222564,71109,5,1088,150
36873,63858,71109,5,64,150
36875,311260,71109,5,61,150
